provider_id,hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,rate_of_mortality,rate_of_complication,patient_experience,medicare_coverage,rank_value,abs_rank_value
50013,ST HELENA HOSPITAL,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,7079633611,Acute Care Hospitals,Voluntary non-profit - Private,No,0.8843,0.881,0.6522,0.5874,0.7512,0.7512
390086,PENN HIGHLANDS DUBOIS,100 HOSPITAL AVENUE,DUBOIS,PA,15801,CLEARFIELD,8143712200,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8857,0.8625,0.6489,0.6078,0.7512,0.7512
440150,TRISTAR SUMMIT MEDICAL CENTER,5655 FRIST BLVD,HERMITAGE,TN,37076,DAVIDSON,6153163000,Acute Care Hospitals,Proprietary,Yes,0.864,0.9202,0.6389,0.5818,0.7512,0.7512
390326,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,1872 RIVERSIDE CIRCLE,EASTON,PA,18045,NORTHAMPTON,6109543850,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.889,0.8093,0.6644,0.6421,0.7512,0.7512
110006,ST MARY'S HOSPITAL,1230 BAXTER STREET,ATHENS,GA,30606,CLARKE,7063893930,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.868,0.9017,0.6656,0.5694,0.7512,0.7512
500072,OLYMPIC MEDICAL CENTER,939 CAROLINE ST,PORT ANGELES,WA,98362,CLALLAM,3604177000,Acute Care Hospitals,Government - Local,Yes,0.8527,0.871,0.6567,0.6242,0.7511,0.7512
270017,ST JAMES HEALTHCARE,400 S CLARK ST,BUTTE,MT,59701,SILVER BOW,4067232500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8853,0.8866,0.6544,0.5782,0.7511,0.7511
490059,BON SECOURS ST MARYS HOSPITAL,5801 BREMO RD,RICHMOND,VA,23226,HENRICO,8042852011,Acute Care Hospitals,Voluntary non-profit - Church,No,0.8817,0.9256,0.6422,0.555,0.7511,0.7511
10131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,MADISON,2568823100,Acute Care Hospitals,Proprietary,Yes,0.867,0.8742,0.6411,0.6222,0.7511,0.7511
390219,EXCELA HEALTH LATROBE HOSPITAL,ONE MELLON WAY,LATROBE,PA,15650,WESTMORELAND,7245371000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8767,0.9069,0.6544,0.5662,0.7511,0.7511
50283,VALLEYCARE MEDICAL CENTER,5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,CA,94588,ALAMEDA,9254477000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8843,0.9337,0.6456,0.5402,0.7509,0.7510
220033,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,1915,ESSEX,9789223000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.896,0.8603,0.6344,0.613,0.7509,0.7509
110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,HALL,7705353553,Acute Care Hospitals,Government - Local,Yes,0.8893,0.8921,0.64,0.5822,0.7509,0.7509
340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,WAKE,9199543000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.874,0.9237,0.6533,0.5526,0.7509,0.7509
50444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,2095645000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8577,0.9258,0.6189,0.601,0.7508,0.7509
100110,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,34741,OSCEOLA,4078462266,Acute Care Hospitals,Proprietary,Yes,0.8737,0.9413,0.6189,0.5694,0.7508,0.7508
30061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,MARICOPA,6238324000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8787,0.879,0.6478,0.5974,0.7507,0.7507
200034,ST MARYS REGIONAL MEDICAL CENTER,CAMPUS AVENUE - PO BOX 291 (HOSPITAL),LEWISTON,ME,4240,ANDROSCOGGIN,2077778100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8843,0.8817,0.6533,0.5834,0.7507,0.7507
360348,DUBLIN METHODIST HOSPITAL,7500 HOSPITAL AVENUE,DUBLIN,OH,43016,FRANKLIN,6145448000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.894,0.8331,0.7044,0.571,0.7506,0.7506
330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,WARREN,5189261000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8793,0.8466,0.6489,0.6277,0.7507,0.7506
190054,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,2315 E MAIN STREET,NEW IBERIA,LA,70562,IBERIA,3373640441,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.8563,0.9109,0.6589,0.5762,0.7506,0.7506
520136,WHEATON FRANCISCAN ST JOSEPH,5000 W CHAMBERS ST,MILWAUKEE,WI,53210,MILWAUKEE,4144472000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.8757,0.8739,0.6533,0.5994,0.7506,0.7506
520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,MILWAUKEE,4143286000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.883,0.8632,0.6522,0.6038,0.7506,0.7506
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,6314746000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.894,0.8992,0.6256,0.5834,0.7505,0.7506
200021,MID COAST HOSPITAL,123 MEDICAL CENTER DRIVE,BRUNSWICK,ME,4011,CUMBERLAND,2077290181,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8627,0.818,0.66,0.6613,0.7505,0.7505
150112,COLUMBUS REGIONAL HOSPITAL,2400 E 17TH ST,COLUMBUS,IN,47201,BARTHOLOMEW,8123794441,Acute Care Hospitals,Government - Local,Yes,0.8743,0.8145,0.6889,0.6238,0.7504,0.7504
140228,SWEDISH AMERICAN HOSPITAL,1401 EAST STATE STREET,ROCKFORD,IL,61104,WINNEBAGO,8159684400,Acute Care Hospitals,Voluntary non-profit - Other,No,0.882,0.8538,0.6656,0.5998,0.7503,0.7503
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,CATTARAUGUS,7163732600,Acute Care Hospitals,Proprietary,Yes,0.8683,0.8756,0.6233,0.6337,0.7503,0.7502
450424,HOUSTON METHODIST SAN JACINTO HOSPITAL,4401 GARTH ROAD,BAYTOWN,TX,77521,HARRIS,2814208600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8497,0.9412,0.6589,0.551,0.7502,0.7502
100177,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32932,BREVARD,3217997111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8747,0.839,0.6633,0.6238,0.7502,0.7502
340016,HARRIS REGIONAL HOSPITAL,68 HOSPITAL RD,SYLVA,NC,28779,JACKSON,8285867000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8867,0.817,0.6478,0.6493,0.7502,0.7502
100231,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,ESCAMBIA,8504944000,Acute Care Hospitals,Proprietary,Yes,0.872,0.887,0.6511,0.5906,0.7502,0.7502
150021,PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,IN,46845,ALLEN,2602661000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8647,0.8799,0.6767,0.5794,0.7501,0.7502
100026,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,615 N BONITA AVE,PANAMA CITY,FL,32401,BAY,8507691511,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.8867,0.9498,0.5989,0.565,0.7501,0.7501
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,2301 SOUTH LAMAR,OXFORD,MS,38655,LAFAYETTE,6622328100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.884,0.8841,0.6489,0.5834,0.7501,0.7501
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,1201 PLEASANT VALLEY ROAD,OWENSBORO,KY,42303,DAVIESS,2704172000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8833,0.873,0.6478,0.5962,0.7501,0.7501
220074,"SOUTHCOAST HOSPITAL GROUP, INC",363 HIGHLAND AVENUE,FALL RIVER,MA,2720,BRISTOL,5086793131,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.9033,0.8681,0.6367,0.5922,0.7501,0.7501
50373,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,CA,90033,LOS ANGELES,3232262800,Acute Care Hospitals,Government - Local,Yes,0.8803,0.8973,0.5856,0.6369,0.75,0.7500
180124,GREENVIEW REGIONAL HOSPITAL,1801 ASHLEY CIRCLE,BOWLING GREEN,KY,42104,WARREN,2707931000,Acute Care Hospitals,Proprietary,Yes,0.872,0.8639,0.66,0.6038,0.7499,0.7499
340127,GRANVILLE HEALTH SYSTEMS,COLLEGE ST BOX 947,OXFORD,NC,27565,GRANVILLE,9196903000,Acute Care Hospitals,Government - Local,Yes,0.8667,0.8777,0.62,0.6353,0.7499,0.7499
10113,MOBILE INFIRMARY,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652,MOBILE,2514354700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8697,0.8854,0.67,0.5746,0.7499,0.7499
230092,ALLEGIANCE HEALTH,205 N EAST AVE,JACKSON,MI,49201,JACKSON,5177884800,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8843,0.8732,0.63,0.6122,0.7499,0.7499
140053,ST JOHNS HOSPITAL,800 E CARPENTER ST,SPRINGFIELD,IL,62769,SANGAMON,2175446464,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.8737,0.9065,0.6656,0.5538,0.7499,0.7499
100043,MEASE DUNEDIN HOSPITAL,601 MAIN ST,DUNEDIN,FL,34698,PINELLAS,7277331111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.863,0.8737,0.6822,0.5806,0.7499,0.7499
40016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205,PULASKI,5016865000,Acute Care Hospitals,Government - State,Yes,0.883,0.8845,0.6489,0.583,0.7498,0.7499
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.847,0.8772,0.6644,0.6102,0.7497,0.7497
310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,18 EAST LAUREL ROAD,STRATFORD,NJ,8084,CAMDEN,8563467802,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8877,0.8617,0.6411,0.6082,0.7497,0.7497
360074,FLOWER HOSPITAL,5200 HARROUN ROAD,SYLVANIA,OH,43560,LUCAS,4198241444,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.873,0.8827,0.6667,0.5762,0.7496,0.7497
370211,INTEGRIS CANADIAN VALLEY  HOSPITAL,1201 HEALTH CENTER PARKWAY,YUKON,OK,73099,CANADIAN,4057176800,Acute Care Hospitals,Voluntary non-profit - Other,No,0.887,0.8214,0.68,0.6102,0.7496,0.7497
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,800 W BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,COOK,8474375500,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.898,0.921,0.6533,0.5262,0.7496,0.7496
140275,GENESIS HEALTH SYSTEM,801 ILLINI DRIVE,SILVIS,IL,61282,ROCK ISLAND,3097929363,Acute Care Hospitals,Government - Local,Yes,0.8617,0.8932,0.6222,0.6214,0.7496,0.7496
150153,ST VINCENT HEART CENTER OF INDIANA LLC,10580 N MERIDIAN ST,INDIANAPOLIS,IN,46290,HAMILTON,3175835000,Acute Care Hospitals,Proprietary,Yes,0.877,0.91,0.6833,0.5282,0.7496,0.7496
270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,KALISPELL,MT,59901,FLATHEAD,4067525111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8713,0.8554,0.6656,0.6062,0.7496,0.7496
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,MO,64804,JASPER,4173471111,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8623,0.9507,0.6111,0.5742,0.7496,0.7496
490119,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,VIRGINIA BEACH,VA,23456,VIRGINIA BEACH CITY,7575071520,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8963,0.8294,0.6678,0.6042,0.7494,0.7494
360360,SOIN MEDICAL CENTER,3535 PENTAGON PARK BLVD,BEAVER CREEK,OH,45431,GREENE,9377024000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.878,0.8616,0.6578,0.6002,0.7494,0.7494
180035,ST ELIZABETH MEDICAL CENTER NORTH,1 MEDICAL VILLAGE DRIVE,EDGEWOOD,KY,41017,KENTON,8593019901,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.8887,0.8922,0.6533,0.5634,0.7494,0.7494
10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,MOBILE,2516331000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.8643,0.9171,0.6567,0.5594,0.7494,0.7494
120026,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,AIEA,HI,96701,HONOLULU,8084866000,Acute Care Hospitals,Proprietary,Yes,0.8677,0.8426,0.6944,0.5926,0.7493,0.7493
50688,SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,95020,SANTA CLARA,4088482000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.8827,0.8862,0.6289,0.5994,0.7493,0.7493
520083,ST MARYS HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,DANE,6082516100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8867,0.8146,0.6933,0.6026,0.7493,0.7493
670068,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,4400 LONG PRAIRIE ROAD,FLOWER MOUND,TX,75028,DENTON,9724191530,Acute Care Hospitals,Proprietary,Yes,0.8807,0.9162,0.6789,0.5214,0.7493,0.7493
330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,9143663000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.878,0.8408,0.6867,0.5914,0.7492,0.7492
250019,MEMORIAL HOSPITAL AT GULFPORT,4500 13TH ST-P O BOX 1810,GULFPORT,MS,39502,HARRISON,2288674000,Acute Care Hospitals,Government - Local,Yes,0.88,0.8937,0.6433,0.5798,0.7492,0.7492
450617,CLEAR LAKE REGIONAL MEDICAL CENTER,500 MEDICAL CENTER BLVD,WEBSTER,TX,77598,HARRIS,2813322511,Acute Care Hospitals,Proprietary,Yes,0.8947,0.9433,0.6289,0.5298,0.7492,0.7492
110008,NORTHSIDE HOSPITAL CHEROKEE,201 HOSPITAL ROAD,CANTON,GA,30114,CHEROKEE,7707205298,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8573,0.9523,0.6278,0.559,0.7491,0.7491
190002,LAFAYETTE GENERAL MEDICAL CENTER,1214 COOLIDGE AVENUE,LAFAYETTE,LA,70503,LAFAYETTE,3372897991,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.853,0.8345,0.7267,0.5822,0.7491,0.7491
670082,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,5252 WEST UNIVERSITY DRIVE,MC KINNEY,TX,75071,COLLIN,4697422200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8813,0.8841,0.6556,0.5754,0.7491,0.7491
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,COOK,7736653000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.896,0.8524,0.6578,0.5902,0.7491,0.7491
360145,UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,630 EAST RIVER STREET,ELYRIA,OH,44035,LORAIN,4403297500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.885,0.8802,0.6378,0.5934,0.7491,0.7491
150047,ST JOSEPH HOSPITAL,700 BROADWAY,FORT WAYNE,IN,46802,ALLEN,2604253000,Acute Care Hospitals,Proprietary,Yes,0.869,0.887,0.6289,0.6114,0.7491,0.7491
230099,PROMEDICA MONROE REGIONAL HOSPITAL,718 N MACOMB ST,MONROE,MI,48162,MONROE,7342408400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8933,0.8383,0.6433,0.6214,0.7491,0.7491
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,2555 JIMMY JOHNSON BLVD,PORT ARTHUR,TX,77640,JEFFERSON,4098535900,Acute Care Hospitals,Proprietary,Yes,0.861,0.9606,0.6322,0.5422,0.749,0.7490
310050,SAINT CLARE'S HOSPITAL,25 POCONO ROAD,DENVILLE,NJ,7834,MORRIS,9736256000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.8703,0.9284,0.6278,0.5694,0.749,0.7490
460021,DIXIE REGIONAL MEDICAL CENTER,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,UT,84790,WASHINGTON,4352512100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8657,0.9059,0.6544,0.5698,0.749,0.7490
150006,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,1007 LINCOLNWAY,LA PORTE,IN,46350,LA PORTE,2193261234,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8453,0.9287,0.6156,0.6062,0.7489,0.7490
230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,WAYNE,7342466000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8877,0.9019,0.5967,0.6094,0.7489,0.7489
380004,PROVIDENCE ST VINCENT MEDICAL CENTER,9205 SW BARNES ROAD,PORTLAND,OR,97225,WASHINGTON,5032161234,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.874,0.8983,0.64,0.5834,0.7489,0.7489
410011,"LANDMARK MEDICAL CENTER,  INC",115 CASS AVE,WOONSOCKET,RI,2895,PROVIDENCE,4017694100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.879,0.9312,0.5989,0.5866,0.7489,0.7489
120022,STRAUB CLINIC AND HOSPITAL,888 SO KING STREET,HONOLULU,HI,96813,HONOLULU,8085224000,Acute Care Hospitals,Proprietary,Yes,0.8847,0.837,0.6889,0.585,0.7489,0.7489
100191,MEDICAL CENTER OF TRINITY,"9332 SR 54, STE 401",TRINITY,FL,34655,PASCO,7278481733,Acute Care Hospitals,Proprietary,Yes,0.8763,0.8927,0.6411,0.5854,0.7489,0.7489
500005,VIRGINIA MASON MEDICAL CENTER,925 SENECA ST,SEATTLE,WA,98101,KING,2062236867,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8813,0.9119,0.6422,0.5598,0.7488,0.7488
360095,BLANCHARD VALLEY HOSPITAL,1900 SOUTH MAIN STREET,FINDLAY,OH,45840,HANCOCK,4194234500,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8657,0.8417,0.6878,0.5998,0.7487,0.7488
390042,"WASHINGTON HOSPITAL, THE",155 WILSON AVENUE,WASHINGTON,PA,15301,WASHINGTON,7242257000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8763,0.8933,0.6467,0.5786,0.7487,0.7487
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302,NIAGARA,7162784000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8743,0.845,0.5722,0.7033,0.7487,0.7487
150044,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,1850 STATE ST,NEW ALBANY,IN,47150,FLOYD,8129495500,Acute Care Hospitals,Government - Local,Yes,0.875,0.9067,0.6544,0.5586,0.7487,0.7487
260091,SSM ST MARYS HEALTH CENTER,6420 CLAYTON RD,RICHMOND HEIGHTS,MO,63117,SAINT LOUIS,3147688000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8863,0.8951,0.6467,0.5666,0.7487,0.7487
330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NASSAU,5166630333,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8887,0.9232,0.6289,0.5538,0.7486,0.7487
230005,PROMEDICA BIXBY HOSPITAL,818 RIVERSIDE AVENUE,ADRIAN,MI,49221,LENAWEE,5172650900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.858,0.8396,0.6489,0.6481,0.7487,0.7487
20001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,AK,99508,ANCHORAGE,9072123675,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.8697,0.8867,0.6311,0.607,0.7486,0.7486
80007,BEEBE MEDICAL CENTER,424 SAVANNAH RD,LEWES,DE,19958,SUSSEX,3026453300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.883,0.8863,0.6522,0.573,0.7486,0.7486
100067,ST ANTHONYS HOSPITAL,1200 SEVENTH AVE N,SAINT PETERSBURG,FL,33705,PINELLAS,7278251100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.8847,0.898,0.6411,0.5706,0.7486,0.7486
420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,ANDERSON,8642611109,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8777,0.9056,0.6667,0.5442,0.7485,0.7486
100265,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,FL,34695,PINELLAS,7277346950,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.887,0.911,0.6422,0.5538,0.7485,0.7485
390004,HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET,CAMP HILL,PA,17011,CUMBERLAND,7177632100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.882,0.9346,0.6244,0.553,0.7485,0.7485
140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,COOK,3125256780,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8995,0.8476,0.5978,0.6489,0.7485,0.7485
150175,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,4007 GATEWAY BLVD,NEWBURGH,IN,47630,WARRICK,8128424784,Acute Care Hospitals,Proprietary,No,0.876,0.9024,0.7167,0.4986,0.7484,0.7484
440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,SHELBY,9015168274,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.8727,0.9094,0.6656,0.5458,0.7483,0.7484
30093,BANNER DEL E WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,MARICOPA,6232144000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8773,0.8958,0.6256,0.5946,0.7483,0.7483
100047,BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,PUNTA GORDA,FL,33950,CHARLOTTE,9416393131,Acute Care Hospitals,Proprietary,Yes,0.8857,0.9166,0.5867,0.6042,0.7483,0.7483
70012,ROCKVILLE GENERAL HOSPITAL,31 UNION ST,ROCKVILLE,CT,6066,TOLLAND,8608725160,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8793,0.8969,0.63,0.587,0.7483,0.7483
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,JACKSON,MS,39216,HINDS,6012002000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.8773,0.8637,0.6756,0.5766,0.7483,0.7483
160117,FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001,DUBUQUE,5635821881,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.875,0.8366,0.6733,0.6082,0.7483,0.7483
140125,GATEWAY REGIONAL MEDICAL CENTER,2100 MADISON AVENUE,GRANITE CITY,IL,62040,MADISON,6187983175,Acute Care Hospitals,Proprietary,Yes,0.8753,0.8306,0.6222,0.6649,0.7483,0.7483
500124,EVERGREEN HOSPITAL MEDICAL CENTER,12040 NE 128TH STREET,KIRKLAND,WA,98034,KING,4258991000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.8837,0.8647,0.6511,0.5934,0.7482,0.7482
450508,MEMORIAL HOSPITAL,1204 MOUND ST,NACOGDOCHES,TX,75961,NACOGDOCHES,9365644611,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.8647,0.8996,0.6556,0.5726,0.7481,0.7481
390328,UPMC EAST,2775 MOSSIDE BOULEVARD,MONROEVILLE,PA,15146,ALLEGHENY,4123573000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8887,0.8661,0.6378,0.5998,0.7481,0.7481
340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,CUMBERLAND,9106094000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8833,0.8573,0.6467,0.605,0.7481,0.7481
140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,3701 DOTY ROAD,WOODSTOCK,IL,60098,MCHENRY,8157885823,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8767,0.8696,0.6289,0.617,0.748,0.7481
300018,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,DOVER,NH,3820,STRAFFORD,6037402580,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8817,0.8312,0.6778,0.6014,0.748,0.7480
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8633,0.8397,0.66,0.6289,0.748,0.7480
10078,NORTHEAST ALABAMA REGIONAL MED CENTER,400 EAST 10TH STREET,ANNISTON,AL,36207,CALHOUN,2562355121,Acute Care Hospitals,Government - Local,Yes,0.8713,0.8836,0.6411,0.5958,0.748,0.7480
50127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,YOLO,5306623961,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.8507,0.9144,0.6556,0.571,0.7479,0.7479
150010,ST VINCENT KOKOMO,1907 W SYCAMORE ST,KOKOMO,IN,46904,HOWARD,7654565300,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.8573,0.9278,0.6478,0.5586,0.7479,0.7479
340132,MARIA PARHAM MEDICAL CENTER,PO BOX 59,HENDERSON,NC,27536,VANCE,2524313708,Acute Care Hospitals,Proprietary,Yes,0.8447,0.8635,0.6244,0.6589,0.7479,0.7479
